family,size,seed,label,status,N,E,mean_degree,s,t,terminal_fallback,L,k,wsum,B,Etilde,margin_c1,alphabar,min_edge_weight,max_edge_weight,path_status,scatter_status,n_path_edge,n_path_micro,path_min_weight,scatter_N0,scatter_N1,scatter_N2,scatter_edge_noaux,scatter_edge_aux,scatter_micro_noaux,scatter_micro_aux,ln_ratio_edge,ln_ratio_micro,c_req_edge,c_req_micro,ln_ratio_edge_noaux,ln_ratio_micro_noaux,c_req_edge_noaux,c_req_micro_noaux,frontier,dp_states,dig,max_coeff_bits,coeff_bound_bits,legacy_dig96_exact,n_matching_calls,path_wall_s,scatter_wall_s,peak_rss_mib_after_path,peak_rss_mib_final,censor_note
sparse,20,21,sparse_N20_seed21,ok,20,41,4.1,0,19,0,4,6,0.5081664435565472,1.9809839725494385,0.25652223874510177,4.486955522509796,0.8973911045019592,0.010696613229811192,0.9904919862747192,ok,ok,11,352,0.5081664435565472,112095,73406,9111,112095,194612,459141120,618806272,9.780867838988216,14.379671636760328,2.1798450619624705,3.204772493202028,9.229206732234129,14.081236996153745,2.0568973073019756,3.1382608821309086,6,64,24,17,23,1,4,5.9818848967552185e-05,0.004160301759839058,34.9609375,34.9609375,
sparse,20,22,sparse_N20_seed22,ok,20,46,4.6,0,19,0,3,5,0.7132065929472446,1.6471631526947021,0.43299086176160706,3.1340182764767857,0.7835045691191964,0.02670632116496563,0.8235815763473511,ok,ok,2,32,0.7132065929472446,151793,60713,4554,151793,217060,155436032,187686912,11.59478191144006,15.584549868036055,3.699653572050873,4.972705483248158,11.237125849013488,15.396008932373158,3.585532966848582,4.912545995003294,7,116,22,18,21,1,4,7.413327693939209e-05,0.0070760296657681465,35.06640625,35.06640625,
sparse,20,23,sparse_N20_seed23,ok,20,45,4.5,0,5,1,3,5,0.7847799509763718,1.988038182258606,0.3947509449163521,3.210498110167296,0.802624527541824,0.04978625103831291,0.994019091129303,ok,ok,6,96,0.7847799509763718,124500,44828,3199,124500,172527,127488000,151258880,10.266549555716377,14.270155172427781,3.1978058243371454,4.44484148027864,9.940301525658844,14.099184609018515,3.096186692706343,4.391587886118961,8,214,22,17,21,1,4,9.235832840204239e-05,0.007078094407916069,35.3359375,35.3359375,
sparse,20,24,sparse_N20_seed24,ok,20,46,4.6,0,2,1,3,5,0.8329998031258583,1.9927396774291992,0.41801737204354644,3.163965255912907,0.7909913139782268,0.044785384088754654,0.9963698387145996,ok,ok,7,112,0.8329998031258583,142028,54121,3897,142028,200046,145436672,174144256,10.260392470028915,14.256895699876658,3.242890373354766,4.50602157316139,9.917869351188644,14.076752434548318,3.1346328258990366,4.449085655489196,7,120,22,18,21,1,4,9.315274655818939e-05,0.006830185651779175,35.2578125,35.2578125,
sparse,20,25,sparse_N20_seed25,ok,20,50,5.0,0,19,0,3,5,0.9570715576410294,1.9381171464920044,0.49381512328773863,3.012369753424523,0.7530924383561307,0.0225972980260849,0.9690585732460022,ok,ok,8,128,0.9570715576410294,240005,75977,4700,240005,320682,245765120,285868544,10.598763715204516,14.6190123628357,3.5184139341313023,4.852994007862584,10.308973493760615,14.467856577120287,3.422213850753602,4.802815643953713,8,214,23,18,22,1,4,6.248801946640015e-05,0.005323575809597969,35.53125,35.53125,
sparse,20,26,sparse_N20_seed26,ok,20,37,3.7,0,5,1,3,5,0.5019415840506554,1.9947402477264404,0.25163255447558,3.49673489104884,0.87418372276221,0.0152960866689682,0.9973701238632202,ok,ok,3,48,0.5019415840506554,52672,24533,2163,52672,79368,53936128,67050752,10.18323825466163,14.149759372231989,2.9122134139277525,4.046563383587765,9.773226995368633,13.932110078728305,2.7949579536002997,3.9843198048535475,6,63,20,16,19,1,4,6.142351776361465e-05,0.005423440597951412,35.8203125,35.8203125,
sparse,20,27,sparse_N20_seed27,ok,20,43,4.3,0,2,1,3,5,1.3652187585830688,1.986432433128357,0.6872716815406793,2.625456636918641,0.6563641592296603,0.010936771519482136,0.9932162165641785,ok,ok,3,48,1.3652187585830688,108651,46446,3675,108651,158772,111258624,135979776,10.876612201162303,14.856815715852266,4.142750654578551,5.658754940736298,10.497283900839735,14.656166984199407,3.9982697688581283,5.582330623217061,7,120,21,17,20,1,4,4.355795681476593e-05,0.004726872779428959,35.61328125,35.61328125,
sparse,20,28,sparse_N20_seed28,ok,20,48,4.8,0,19,0,4,6,0.8533618301153183,1.941937804222107,0.4394382911028164,4.121123417794367,0.8242246835588735,0.002358771860599518,0.9709689021110535,ok,ok,17,544,0.8533618301153183,352795,185904,18979,352795,557678,1445048320,1845214208,10.398323669811592,15.036911962740676,2.5231769630856613,3.6487409956745385,9.940429086622526,14.792459350542144,2.412067797751775,3.5894240115864076,7,127,25,19,24,1,4,7.04452395439148e-05,0.005027038976550102,35.6484375,35.6484375,
sparse,20,29,sparse_N20_seed29,ok,20,42,4.2,0,2,1,3,5,0.7754707763670012,1.9731574058532715,0.39301009339985066,3.213979813200299,0.8034949533000747,0.0010000000474974513,0.9865787029266357,ok,ok,4,64,0.7754707763670012,97444,35932,2536,97444,135912,99782656,118829056,10.43346853534186,14.434313430753129,3.2462769344381175,4.491102704338475,10.100738771884387,14.25962185524406,3.14275115556082,4.436749041384033,7,120,21,17,20,1,4,4.4172629714012146e-05,0.004445238970220089,35.3515625,35.3515625,
sparse,20,30,sparse_N20_seed30,ok,20,42,4.2,0,19,0,4,6,0.6720628114417195,1.9912468194961548,0.3375085423171054,4.324982915365789,0.8649965830731579,0.014067252166569233,0.9956234097480774,ok,ok,16,512,0.6720628114417195,122538,72926,8366,122538,203830,501915648,659834880,9.452452869837995,14.069175554826366,2.1855468691576427,3.2530014176105606,8.94358774270543,13.795618006625048,2.067889727594223,3.1897508675958024,7,127,24,17,23,1,4,5.9769488871097565e-05,0.004305408336222172,35.65234375,35.65234375,
