family,size,seed,L,E,margin_c1,observed_c,predicted_c,abs_err,rel_err
sparse,100,10,3,257,2.99788,8.544003,9.539633,0.995629,0.11653
sparse,100,11,4,247,4.411001,6.383334,6.898318,0.514985,0.080676
sparse,100,14,3,241,2.550653,10.082256,10.920806,0.838551,0.083171
sparse,100,16,5,223,4.77704,6.514003,6.601383,0.08738,0.013414
sparse,100,17,4,222,3.719362,7.791412,7.849253,0.057841,0.007424
sparse,100,18,3,233,3.643566,7.010122,7.537869,0.527747,0.075284
sparse,100,20,4,235,3.440875,8.8402,8.675829,0.164371,0.018594
sparse,100,21,3,253,3.446147,7.325374,8.246088,0.920713,0.125688
sparse,100,22,4,254,3.625228,8.216405,8.482701,0.266296,0.03241
sparse,100,23,3,240,2.957397,8.686749,9.402559,0.71581,0.082403
sparse,100,25,5,243,5.107091,6.093671,6.369282,0.275612,0.045229
sparse,100,27,3,239,3.028749,8.701687,9.165106,0.463419,0.053256
sparse,100,28,3,245,3.736267,6.902669,7.506313,0.603644,0.087451
sparse,100,29,3,261,3.173204,8.225588,9.068851,0.843263,0.102517
sparse,100,31,3,249,3.03097,8.528276,9.314807,0.786531,0.092226
sparse,100,32,3,254,3.011608,8.48798,9.45105,0.96307,0.113463
sparse,100,33,3,251,3.239306,8.208349,8.744292,0.535943,0.065292
sparse,100,34,4,246,3.728735,7.751309,8.147954,0.396645,0.051171
sparse,100,38,4,225,3.96626,7.33197,7.399786,0.067816,0.009249
